Tweet ID,Tweet Created,Username,User ID,User Location,Hashtags,Mentions,Text
865570279489064960,2017-05-19 14:10:10,LOLGOP,11866582,"Ann Arbor, Michigan",['MalcolmX'],{'27187343': 'lsarsour'},"b'RT @lsarsour: As we remember #MalcolmX today, his words never rang truer. Be careful. https://t.co/8jYMdtpMXY'"
865569783122599940,2017-05-19 14:08:12,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},"b""Dana Rohrabacher is the universe's way of telling us that it doesn't want any Republicans in California. https://t.co/9WERCMLmP3"""
865569129322827776,2017-05-19 14:05:36,Camila_Cabello,739784130,,"['cryingintheclub', 'vevopremiereCryingintheclub']",{'28201743': 'Vevo'},"b'#cryingintheclub video NOW on @vevo!! \xf0\x9f\x92\x95so happy for u to finally see it, hope u enjoy https://t.co/2QytygX5Nt #vevopremiereCryingintheclub'"
865569053850644480,2017-05-19 14:05:18,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},b'Only a Dem House reins Trump in but I argue even winning one special election opens up a chance to stop TrumpCare.\xe2\x80\xa6 https://t.co/fJr06Jxo1A'
865568979644948482,2017-05-19 14:05:00,BuzzFeed,5695632,New York,[],{},b'What led to the fiery \xe2\x80\x9cGrey\xe2\x80\x99s Anatomy\xe2\x80\x9d exit that shook fans \nhttps://t.co/5hrmVMFVwb https://t.co/nTWLYKLPjd'
865567516369735680,2017-05-19 13:59:12,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},b'This is what happens when every joke gets a participation award. https://t.co/eV0l3ut6L3'
865567045810667520,2017-05-19 13:57:19,LOLGOP,11866582,"Ann Arbor, Michigan",[],"{'436925910': 'AlecMacGillis', '571297251': 'IChotiner'}","b'RT @AlecMacGillis: Brutal @ichotiner on Ailes, in just six paragraphs: https://t.co/ZYWqgiqUrF'"
865566114931249152,2017-05-19 13:53:37,jonnysun,26259576,jonnysunwrites@gmail.com,[],{'15649438': 'theferocity'},b'RT @theferocity: WHOA. WHOA. WHOA. WHOA. https://t.co/ZhJkfnYbkv https://t.co/sfFPxCRRSG'
865565744678944768,2017-05-19 13:52:09,LOLGOP,11866582,"Ann Arbor, Michigan",[],{'13524182': 'daveweigel'},"b""RT @daveweigel: Great moments in chart-dom: Trump gets credit not for Dow since he took office, but Dow over the last 10 weeks of Obama's p\xe2\x80\xa6"""
865565651049488384,2017-05-19 13:51:47,LOLGOP,11866582,"Ann Arbor, Michigan",[],{'15446531': 'mattyglesias'},b'RT @mattyglesias: Key finding: States are more likely to expand Medicaid when whites support Medicaid expansion. \n\nNon-white opinion not a\xe2\x80\xa6'
865564276102004738,2017-05-19 13:46:19,TheDailyEdge,179732982,Also on Facebook. ,[],{'1407822289': 'RealDonalDrumpf'},b'RT @RealDonalDrumpf: Anthony Weiner to plead guilty to sexting with a teenager! I only snuck in on multiple teens when they were naked! htt\xe2\x80\xa6'
865562937611530240,2017-05-19 13:41:00,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},"b""If this guy can vote, there's no reason that every citizen in Florida shouldn't be able to.\nhttps://t.co/yOyUD6iPKc https://t.co/R4uXZwe7uB"""
865560799049330688,2017-05-19 13:32:30,BuzzFeed,5695632,New York,[],{},b'Former FBI director James Comey once tried to hide in the White House curtains to avoid Trump\xe2\x80\xa6 https://t.co/e1hnRw5Y5U'
865556543437021185,2017-05-19 13:15:35,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},b'Another message: Got any secret information I can pass on to Putin? https://t.co/UuKY5tLRnT'
865556410632814593,2017-05-19 13:15:04,ironicoley,635059508,maryland,[],{'312375268': 'mamaste_'},b'RT @mamaste_: phil collins didn\xe2\x80\x99t have to go so hard on the tarzan soundtrack but he did that\xe2\x80\xa6\xe2\x80\xa6 he did that for all of us'
865555169299144704,2017-05-19 13:10:08,Fred_Delicious,787709936,"England, United Kingdom",[],{'125370749': 'haveigotnews'},"b'RT @haveigotnews: Paul Nuttall apologises for calling Leanne Wood Natalie, blaming the amnesia on a head injury sustained while climbing K2.'"
865553237700558852,2017-05-19 13:02:27,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},"b'So this is how democracy dies, with a selfie. https://t.co/LwhBliAYk9'"
865553049879683072,2017-05-19 13:01:42,LOLGOP,11866582,"Ann Arbor, Michigan",[],{'326235705': 'tobiaschneider'},b'RT @tobiaschneider: Starting new thread b/c this is a major event. First time the US provides air support to rebels fighting regime &amp; IRGC\xe2\x80\xa6'
865550885606146049,2017-05-19 12:53:06,TheDailyEdge,179732982,Also on Facebook. ,[],{},"b'Chris Christie led a mock trial of Hillary at your fucking convention as rabid GOP delegates screamed ""lock her up"" https://t.co/eXLjzmHR0y'"
865549855774482432,2017-05-19 12:49:01,GIRLposts,132774626,,[],{},"b'""Everyone on snap thought this was my boo. I\'m done wit y\'all"" I thought this was a girl too I\'m dying \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/Ow6thskD87'"
865549165203345410,2017-05-19 12:46:16,TheDailyEdge,179732982,Also on Facebook. ,['HighCrimesAndMisdemeanors'],{},"b'Mike Pence is not a ""loyal soldier,"" he\'s a willing accomplice. #HighCrimesAndMisdemeanors https://t.co/9uGBcFtrXw'"
865546569432449024,2017-05-19 12:35:57,LOLGOP,11866582,"Ann Arbor, Michigan",[],{'47475039': 'sarahkendzior'},b'RT @sarahkendzior: Thread https://t.co/fLw6pZT3dZ'
865544820550402048,2017-05-19 12:29:00,BuzzFeed,5695632,New York,[],{},"b""This gecko smiling with his toy gecko is the purest thing you'll see today \nhttps://t.co/Uuh8rCuh7J https://t.co/Ntmi98SXWd"""
865542326386442241,2017-05-19 12:19:06,LOLGOP,11866582,"Ann Arbor, Michigan",[],{},b'Mike Pence is a concept by which people measure their credulousness.'
865540812880306182,2017-05-19 12:13:05,KeetPotato,624661805,England,[],{'436879069': 'david8hughes'},"b""RT @david8hughes: [sees a guy with his foot caught in a bear trap]\nMe: dude that thing's for bears"""
865540227980382208,2017-05-19 12:10:45,TheDailyEdge,179732982,Also on Facebook. ,[],{},b'Ivanka and Jared https://t.co/8cmsUKRpG6'
865539897825796096,2017-05-19 12:09:27,LOLGOP,11866582,"Ann Arbor, Michigan",['ahca'],{'818982672370237440': 'RobQuistforMT'},b'RT @RobQuistforMT: In Wolf Point to talk about terrible health care bill my opponent supports. #ahca would eliminate coverage for 70k Monta\xe2\x80\xa6'
865539841747861505,2017-05-19 12:09:13,LOLGOP,11866582,"Ann Arbor, Michigan",[],{'49753604': 'ritholtz'},"b'RT @ritholtz: If America Were a Company, Would You Keep Trump as CEO? https://t.co/qkls7zA0iI'"
865538566620721154,2017-05-19 12:04:09,imransiddiquee,7321742,"Philadelphia, PA",[],{'14235543': 'LeslieMac'},b'RT @LeslieMac: The Young Black Activists Targeting New Orleans\xe2\x80\x99s Confederate Monuments https://t.co/Dc18hCK42U'
865538279512219648,2017-05-19 12:03:01,GIRLposts,132774626,,[],{},"b""me: I'm feeling so awesome lately life is good!!!!\n\nmy depression: https://t.co/lcbdr50XSY"""
865537516421627904,2017-05-19 11:59:59,imransiddiquee,7321742,"Philadelphia, PA",['FREQshow'],{'56768257': 'femfreq'},"b""RT @femfreq: What's the problem with using homophobic jokes to criticize Trump? Find out in episode 2 of The #FREQshow! https://t.co/njo9Sm\xe2\x80\xa6"""
865533250701213697,2017-05-19 11:43:02,GIRLposts,132774626,,[],{},b'i miss you but fvck you'
865529469292781570,2017-05-19 11:28:00,BuzzFeed,5695632,New York,[],{},"b'Kevin from ""The Office"" created a chili shirt and it\'s the most Kevin thing ever \nhttps://t.co/wTsNmDsM4N https://t.co/pOV990nHBs'"
865528336147034112,2017-05-19 11:23:30,jonnysun,26259576,jonnysunwrites@gmail.com,[],"{'3290783817': 'megzaros', '26259576': 'jonnysun'}","b""RT @megzaros: @jonnysun i got paid today and it's my birthday tomorrow so i finally preordered your book! \xf0\x9f\x8e\x89 https://t.co/R4cpeil4Rk"""
865525261910986754,2017-05-19 11:11:17,NoelleINC,462009294,elsewhere,"['snowanthology', 'romance']",{'289405704': 'singularityspnt'},b'RT @singularityspnt: The #snowanthology paperback is amazing! And so many pages! Wow! #romance \nhttps://t.co/0WcpZAJzCW https://t.co/yHHHg4\xe2\x80\xa6'
865523834484441088,2017-05-19 11:05:37,HCPSS,71267797,Maryland,['HoCoBOE'],{'292988547': 'mjmsuper'},"b'Last night the #HoCoBOE named @mjmsuper as the Interim Superintendent for one year, beginning July 1. Details,\xe2\x80\xa6 https://t.co/ZkHFIMLHMe'"
865522174454398976,2017-05-19 10:59:01,LiamPayne,158314798,UK,[],"{'798277': 'BBCRadio2', '209708391': 'onedirection', '158314798': 'LiamPayne', '72235760': 'achrisevans'}","b'RT @BBCRadio2: .@onedirection\'s @LiamPayne ""I got to work with my modern musical hero..."" @achrisevans\nhttps://t.co/qIWfOHTjxA https://t.co\xe2\x80\xa6'"
865520662269448192,2017-05-19 10:53:01,GIRLposts,132774626,,[],{},"b""I can't stop watching this  https://t.co/Sa7ehAsxpL"""
865515123997237248,2017-05-19 10:31:00,pakalupapito,1582341876,,[],{},b'my secret talent is getting tired without doing anything'
